Rk,Player,Salary,Conference,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
242,DaQuan Jeffries,1445697,W,SG,23,SAC,18,2,12.9,1.3,3.2,0.421,0.5,1.6,0.321,0.8,1.6,0.517,0.5,0.3,0.4,0.857,0.5,1.1,1.6,0.3,0.4,0.2,0.4,1.3,3.5
243,Ty Jerome,2303040,W,SG,23,OKC,20,1,25.5,3.7,8.4,0.435,2,5,0.4,1.7,3.4,0.485,0.554,0.5,0.9,0.588,0.5,2.5,3,3.7,0.6,0.2,1.2,1.9,9.8
244,Isaiah Joe,898310,E,SG,21,PHI,28,1,10.1,1.1,3.4,0.34,0.9,2.6,0.338,0.3,0.7,0.35,0.473,0.3,0.3,0.889,0.2,0.8,1,0.6,0.3,0.1,0.2,1,3.5
246,Cameron Johnson,4235160,W,PF,24,PHO,46,9,23.2,3.4,7.7,0.445,2.1,5.3,0.39,1.3,2.4,0.569,0.58,0.8,1,0.886,0.5,2.8,3.3,1.3,0.6,0.3,0.7,1.4,9.8
247,James Johnson,16047100,W,PF,33,DAL,29,1,17.4,2.3,5,0.462,0.5,2.1,0.25,1.8,2.9,0.612,0.514,0.6,1,0.586,0.5,2.5,3,1.7,0.8,0.8,0.9,2,5.7
247,James Johnson,16047100,W,F,33,NOP,6,5,29.2,4.3,10,0.433,1.5,3.8,0.391,2.8,6.2,0.459,0.508,1.8,2.8,0.647,1,3.2,4.2,3,1.2,1.8,1.7,3.3,12
248,Keldon Johnson,2048040,W,SF,21,SAS,47,45,28.7,5,10.4,0.479,0.9,2.6,0.333,4.1,7.8,0.527,0.52,2.3,3,0.752,1.5,4.9,6.4,1.8,0.6,0.5,1.1,2.1,13.1
249,Stanley Johnson,3801000,E,PF,24,TOR,47,6,14.7,1.1,2.7,0.388,0.6,1.6,0.342,0.5,1.1,0.453,0.488,0.4,0.5,0.792,0.4,1.9,2.3,1.2,0.7,0.3,0.7,1.8,3.1
250,Tyler Johnson,2028594,E,SG,28,BRK,31,2,16.8,1.8,4.6,0.394,1.2,3.3,0.376,0.6,1.3,0.439,0.528,0.5,0.6,0.842,0.2,1.7,1.9,0.9,0.4,0,0.4,1,5.4
251,Nikola Joki?,28542009,W,C,25,DEN,52,52,35.5,10.4,18.3,0.57,1.4,3.4,0.429,9,14.9,0.602,0.61,4.1,4.7,0.862,2.8,8.1,10.9,8.8,1.5,0.6,3.2,2.7,26.3
252,Damian Jones,785285,W,C,25,LAL,8,6,14,2,2.1,0.941,0,0,,2,2.1,0.941,0.941,1.4,1.5,0.917,1,2.3,3.3,0.1,0.1,0.9,0.6,2.8,5.4
252,Damian Jones,785285,W,C,25,PHO,14,0,6.7,0.6,1.1,0.5,0,0.1,0,0.6,1.1,0.533,0.5,0.4,0.8,0.545,0.5,0.8,1.3,0.3,0.1,0.4,0.4,1.4,1.6
253,Derrick Jones Jr.,9268293,W,SF,23,POR,47,40,25,2.8,5.8,0.485,0.9,2.6,0.331,2,3.2,0.613,0.56,1.1,1.7,0.658,1.6,2.6,4.1,0.8,0.7,1.1,0.6,2.3,7.6
255,Tre Jones,898310,W,PG,21,SAS,24,0,4.6,0.8,1.6,0.462,0,0,1,0.7,1.6,0.447,0.474,0.2,0.2,1,0.2,0.2,0.4,0.5,0.1,0,0.4,0.2,1.8
256,Tyus Jones,7965100,W,PG,24,MEM,50,8,19.4,2.8,6.5,0.434,0.7,2.2,0.309,2.2,4.3,0.498,0.486,0.6,0.7,0.912,0.4,1.9,2.3,4.1,1.1,0.1,0.8,0.5,7
257,DeAndre Jordan,10375678,E,C,32,BRK,46,36,22.2,3.4,4.4,0.768,0,0,0,3.4,4.4,0.772,0.768,0.7,1.4,0.492,2,5.2,7.2,1.6,0.3,1.2,1.5,2.1,7.5
258,Cory Joseph,12600000,E,PG,29,DET,10,2,24.1,4.1,7.9,0.519,0.4,1.2,0.333,3.7,6.7,0.552,0.544,2.5,2.8,0.893,0.5,2.6,3.1,5.4,1.1,0.5,2,2.2,11.1
258,Cory Joseph,12600000,W,PG,29,SAC,44,2,21.5,2.5,5.7,0.444,0.7,2.1,0.33,1.8,3.5,0.513,0.506,0.8,1.1,0.766,0.6,1.7,2.3,2.5,0.9,0.2,1,2.2,6.6
259,Mfiondu Kabengele,2075880,E,F,23,CLE,1,0,3,1,1,1,1,1,1,0,0,,1.5,0,0,,0,1,1,0,1,0,0,0,3
259,Mfiondu Kabengele,2075880,W,PF,23,LAC,23,0,4.1,0.4,1.4,0.281,0.2,0.8,0.222,0.2,0.6,0.357,0.344,0.2,0.3,0.833,0,0.6,0.6,0.2,0.1,0.1,0.3,0.8,1.2
260,Frank Kaminsky,1882867,W,C,27,PHO,33,13,14.8,2.5,5.3,0.469,0.8,1.9,0.406,1.7,3.4,0.505,0.543,0.7,1.1,0.629,0.7,2.9,3.6,1.6,0.3,0.4,0.5,1.3,6.4
261,Enes Kanter,5005350,W,C,28,POR,52,34,26.7,5.1,8.5,0.602,0,0,0,5.1,8.4,0.604,0.602,2,2.5,0.785,4.4,7.6,12,1.3,0.5,0.8,1.2,2.6,12.2
262,Luke Kennard,5273826,W,SG,24,LAC,48,10,19,3,6.1,0.481,1.6,3.4,0.466,1.4,2.8,0.5,0.61,0.3,0.4,0.842,0.3,2.4,2.7,1.7,0.3,0.2,0.8,1.5,7.8
263,Maxi Kleber,8250000,W,PF,29,DAL,37,31,28.3,2.4,5.6,0.437,1.8,4.2,0.433,0.6,1.3,0.449,0.602,0.9,0.9,0.914,0.9,4.6,5.5,1.4,0.5,0.7,0.6,2.3,7.6
265,Kevin Knox,4588680,E,SF,21,NYK,33,0,13.1,1.6,4,0.406,1,2.5,0.41,0.6,1.5,0.4,0.534,0.4,0.5,0.813,0.3,1.4,1.6,0.5,0.3,0.2,0.5,1.1,4.7
266,John Konchar,2093023,W,SG,24,MEM,27,0,14.2,1.3,3,0.432,0.4,1.2,0.375,0.9,1.8,0.469,0.506,0.7,0.8,0.818,0.9,2.1,3,1.2,0.9,0.2,0.5,1.1,3.7
267,Furkan Korkmaz,1762796,E,SG,23,PHI,42,6,19.1,3,7.6,0.397,1.7,4.7,0.365,1.3,2.9,0.447,0.509,1.2,1.7,0.729,0.3,1.8,2.1,1.2,0.9,0.2,0.9,1.2,9
268,Luke Kornet,2304878,E,C,25,BOS,6,0,14.2,2,4.5,0.444,1,2.5,0.4,1,2,0.5,0.556,0,0.2,0,0.8,2.7,3.5,1,0,1.2,0.3,1.2,5
268,Luke Kornet,2304878,E,PF,25,CHI,13,0,7.2,0.7,2.1,0.333,0.5,1.8,0.261,0.2,0.3,0.75,0.444,0.2,0.3,0.5,0.1,1.1,1.2,0.3,0.2,0.5,0.1,0.1,2
269,Rodions Kurucs,1780152,E,PF,22,BRK,5,0,3.2,0.2,0.6,0.333,0.2,0.4,0.5,0,0.2,0,0.5,0,0,,0,0.6,0.6,0.4,0,0,0,0.2,0.6
269,Rodions Kurucs,1780152,W,SF,22,HOU,11,0,6.8,0.5,1.9,0.238,0.2,1.4,0.133,0.3,0.5,0.5,0.286,0.1,0.2,0.5,0.2,0.8,1,0.4,0.5,0.4,0.8,0.6,1.2
269,Rodions Kurucs,1780152,E,F,22,MIL,1,0,17,0,1,0,0,0,,0,1,0,0,0,0,,2,4,6,4,2,0,1,1,0
270,Kyle Kuzma,3562178,W,SF,25,LAL,50,20,28,4.9,11.2,0.434,2,5.6,0.351,2.9,5.6,0.518,0.522,0.8,1.3,0.636,1.8,4.9,6.8,1.7,0.4,0.6,1.8,1.7,12.6
272,Jeremy Lamb,10500000,E,SG,28,IND,31,8,21.4,3.4,7.7,0.437,1.5,3.5,0.409,1.9,4.1,0.461,0.532,2.2,2.3,0.957,0.7,2.8,3.5,1.5,1,0.6,0.7,2,10.3
273,Romeo Langford,3631200,E,SG,21,BOS,4,1,14,1.3,3.8,0.333,0.8,1.5,0.5,0.5,2.3,0.222,0.433,0,0,,1.3,0.8,2,0.5,0.5,0.3,0.8,0.8,3.3
274,Zach LaVine,19500000,E,SG,25,CHI,50,50,35.1,9.8,19.3,0.509,3.4,8.1,0.42,6.4,11.2,0.574,0.597,4.5,5.2,0.851,0.6,4.5,5.1,4.9,0.8,0.4,3.7,2.3,27.5
275,Jake Layman,3761085,W,SF,26,MIN,38,11,15.2,2.2,4.3,0.497,0.5,1.8,0.279,1.7,2.6,0.649,0.555,0.6,0.9,0.727,0.3,1.3,1.7,0.7,0.7,0.4,0.6,1,5.4
276,Jalen Lecque,1517981,E,PG,20,IND,4,0,3,0.3,2.3,0.111,0,0.3,0,0.3,2,0.125,0.111,0.8,0.8,1,0.5,0.8,1.3,0.5,0,0,0,0,1.3
277,Damion Lee,1762796,W,SG,28,GSW,52,1,18.8,2.2,4.8,0.45,1.3,3.4,0.388,0.8,1.4,0.606,0.588,0.7,0.8,0.905,0.4,2.8,3.2,1.3,0.6,0.1,0.5,1.6,6.4
279,Alex Len,4032648,E,C,27,TOR,7,2,10.9,0.7,1.4,0.5,0.4,0.9,0.5,0.3,0.6,0.5,0.65,0.4,0.9,0.5,0,1.6,1.6,0.4,0.1,0.9,1.1,1.4,2.3
279,Alex Len,4032648,E,C,27,WAS,37,20,16.5,3.1,4.8,0.631,0.1,0.4,0.2,3,4.4,0.671,0.64,1.3,2.1,0.608,1.2,2.9,4.2,0.9,0.4,1.2,0.8,2.2,7.5
280,Kawhi Leonard,34379100,W,SF,29,LAC,45,45,34.6,9.4,18.3,0.515,2,5,0.395,7.5,13.4,0.56,0.568,5.1,5.8,0.878,1.2,5.4,6.6,5,1.7,0.4,2,1.7,26
281,Meyers Leonard,9400000,E,C,28,MIA,3,2,9.7,1,2.3,0.429,1,2.3,0.429,0,0,,0.643,0.3,0.7,0.5,0,2.3,2.3,0.7,0,0,0.7,1.7,3.3
282,Caris LeVert,16203704,E,SG,26,BRK,12,4,27.8,7.3,16.7,0.435,1.8,5.3,0.349,5.4,11.4,0.474,0.49,2.2,2.8,0.765,0.8,3.5,4.3,6,1.1,0.5,2.2,1.7,18.5
282,Caris LeVert,16203704,E,SG,26,IND,15,15,32.6,6.1,14.9,0.406,1.5,5.2,0.295,4.5,9.7,0.466,0.458,2.3,2.9,0.795,0.5,3.9,4.5,4.4,1.6,0.2,1.7,2.1,16
283,Kira Lewis Jr.,3640200,W,PG,19,NOP,34,0,15.9,2.6,6.2,0.419,0.8,2.1,0.361,1.8,4.1,0.449,0.481,0.6,0.8,0.75,0.2,1,1.2,2.3,0.7,0.2,0.6,1.5,6.6
284,Damian Lillard,31626953,W,PG,30,POR,50,50,35.9,9,20.3,0.442,4.1,10.8,0.378,4.9,9.5,0.515,0.543,7,7.6,0.929,0.5,3.7,4.2,7.7,0.9,0.3,3.1,1.6,29
285,Nassir Little,2210640,W,PF,20,POR,33,2,14.4,1.9,4,0.489,0.8,2.1,0.382,1.2,1.9,0.603,0.588,0.9,1.1,0.861,0.7,2.1,2.8,0.5,0.1,0.4,0.4,1.2,5.6
286,Kevon Looney,4821429,W,C,24,GSW,42,15,15.6,1.5,2.7,0.565,0.1,0.3,0.364,1.5,2.5,0.587,0.583,0.5,0.7,0.69,1.6,2.4,4,1.8,0.4,0.4,0.6,2,3.7
287,Brook Lopez,12697675,E,C,32,MIL,51,51,27.4,4.2,8.8,0.482,1.5,4.3,0.338,2.8,4.5,0.62,0.565,1.5,1.8,0.846,1.5,3.5,4.9,0.8,0.6,1.4,0.9,2.1,11.4
288,Robin Lopez,7300000,E,C,32,WAS,52,9,20.4,3.7,5.9,0.619,0.1,0.3,0.278,3.6,5.6,0.64,0.627,1.4,2,0.708,2.1,2,4.1,0.9,0.3,0.6,1,1.7,8.8
289,Kevin Love,31300000,E,PF,32,CLE,9,9,19.1,3.1,7.8,0.4,1.9,5,0.378,1.2,2.8,0.44,0.521,2,2.6,0.783,0.6,4.9,5.4,1.9,0.7,0.1,1.6,1.3,10.1
290,Kyle Lowry,30000000,E,PG,34,TOR,39,39,34.6,5.6,12.9,0.436,2.7,6.9,0.394,2.9,6.1,0.483,0.541,3,3.4,0.881,0.8,4.6,5.4,7.3,1,0.3,2.8,3.2,17
291,Timothé Luwawu-Cabarrot,1824003,E,SF,25,BRK,46,7,19.2,2.3,6.4,0.359,1.4,4.4,0.318,0.9,2,0.447,0.468,0.6,0.8,0.806,0.5,1.9,2.4,1.3,0.7,0.1,0.8,1.9,6.6
292,Trey Lyles,5500000,W,PF,25,SAS,23,9,15.6,1.9,3.9,0.478,0.6,1.7,0.35,1.3,2.2,0.58,0.556,0.7,1,0.652,0.4,3.3,3.7,0.6,0.3,0,0.3,0.6,5
294,Thon Maker,309355,E,C,23,CLE,8,0,9.5,1.3,2.3,0.556,0,0.3,0,1.3,2,0.625,0.556,1.3,1.4,0.909,1,1.3,2.3,0.5,0.3,0.5,0.4,0.9,3.8
295,Théo Maledon,2000000,W,PG,19,OKC,47,31,27.4,3.4,9,0.376,1.7,4.7,0.36,1.7,4.3,0.394,0.471,1.3,1.7,0.756,0.4,3.1,3.4,3.4,0.9,0.1,2.1,2.1,9.8
297,Terance Mann,1517984,W,SG,24,LAC,51,4,18,2.4,4.8,0.502,0.5,1.2,0.4,2,3.7,0.535,0.551,1,1.3,0.779,0.9,2.8,3.7,1.6,0.4,0.3,0.6,1.9,6.4
299,Boban Marjanovi?,3500000,W,C,32,DAL,23,3,9.1,2.1,4.4,0.485,0,0.3,0,2.1,4.1,0.516,0.485,0.8,1,0.75,1.7,2.7,4.4,0.3,0,0.2,0.4,1,5
300,Lauri Markkanen,6731508,E,PF,23,CHI,31,25,28.6,5.8,11.8,0.488,2.5,6.3,0.388,3.3,5.5,0.602,0.591,2,2.4,0.851,0.7,5,5.7,0.9,0.5,0.4,1.2,1.5,16
302,Caleb Martin,1517981,E,SF,25,CHO,37,1,13.5,1.7,4.6,0.379,0.6,2.1,0.276,1.2,2.5,0.462,0.441,0.6,1,0.595,0.6,1.9,2.5,1.1,0.7,0.2,0.7,1,4.6
303,Cody Martin,1517981,E,SF,25,CHO,39,2,14.3,1.5,3.4,0.444,0.3,1.1,0.279,1.2,2.3,0.522,0.489,0.5,0.8,0.6,0.8,1.7,2.5,1.4,0.6,0.2,0.6,0.8,3.8
304,Kelan Martin,1445697,E,SF,25,IND,18,0,5.4,0.7,1.9,0.382,0.3,0.9,0.313,0.4,1,0.444,0.456,0.2,0.2,1,0.2,0.9,1.1,0.2,0.3,0.1,0.3,0.4,1.9
305,Kenyon Martin Jr.,898310,W,SF,20,HOU,26,0,19.1,2.7,4.9,0.547,0.4,1.1,0.379,2.3,3.8,0.596,0.59,1.2,1.6,0.738,1.7,2.7,4.5,0.7,0.5,0.9,0.8,1.7,7
309,Wesley Matthews,3623000,W,SG,34,LAL,44,6,20.1,1.5,4.4,0.352,1.2,3.5,0.342,0.4,0.9,0.39,0.487,0.5,0.6,0.857,0.3,1.3,1.7,1,0.6,0.3,0.5,1.5,4.8
310,Tyrese Maxey,2478840,E,SG,20,PHI,45,6,14.4,3,6.6,0.448,0.4,1.5,0.279,2.5,5.1,0.498,0.48,0.7,0.8,0.868,0.2,1.4,1.6,1.6,0.4,0.2,0.6,1.2,7.1
312,Patrick McCaw,4000000,E,SF,25,TOR,5,0,6.6,0.2,0.2,1,0,0,,0.2,0.2,1,1,0.6,0.6,1,0.2,0.4,0.6,0.8,0.4,0,0,1.2,1
313,CJ McCollum,29354152,W,SG,29,POR,27,27,33,8.6,19.1,0.452,4,9.8,0.405,4.7,9.3,0.5,0.555,2.5,2.9,0.848,0.5,3.2,3.7,4.7,1.1,0.6,1.2,1.8,23.7
314,T.J. McConnell,3500000,E,PG,28,IND,48,2,25.8,3.6,6.6,0.554,0.2,0.6,0.286,3.5,6,0.58,0.566,0.4,0.7,0.625,0.7,2.9,3.6,6.7,1.7,0.4,1.9,1.5,7.9
315,Jaden McDaniels,1964760,W,PF,20,MIN,46,12,22.7,2.6,5.8,0.442,1.1,3,0.371,1.4,2.8,0.52,0.539,0.4,0.8,0.571,0.8,2.8,3.6,1.1,0.5,1,0.7,2.6,6.7
316,Jalen McDaniels,1517981,E,SF,23,CHO,26,3,12.3,2.1,4.2,0.491,0.5,1.5,0.333,1.6,2.7,0.577,0.55,0.7,1,0.704,0.5,1.8,2.3,0.7,0.2,0.3,0.7,1.6,5.4
317,Doug McDermott,7333333,E,PF,29,IND,49,19,24.8,5.2,10,0.52,1.7,4.5,0.384,3.5,5.5,0.631,0.606,1.2,1.4,0.845,1,2.7,3.7,1.3,0.3,0.1,0.8,1.7,13.3
319,JaVale McGee,4200000,E,C,33,CLE,33,1,15.2,3.4,6.5,0.521,0.2,0.6,0.25,3.2,5.9,0.549,0.533,1.1,1.7,0.655,1.6,3.5,5.2,1,0.5,1.2,1.4,2.4,8
319,JaVale McGee,4200000,W,C,33,DEN,3,0,9.7,2,3.3,0.6,0,0,,2,3.3,0.6,0.6,0.7,1.3,0.5,2,4,6,0.3,0.3,0.7,1.7,3,4.7
320,Rodney McGruder,5000000,E,SG,29,DET,16,2,12.1,2.3,4.4,0.529,0.7,1.5,0.458,1.6,2.9,0.565,0.607,0.4,0.5,0.75,0.5,0.9,1.4,1,0.5,0.1,0.4,0.8,5.7
321,Alfonzo McKinnie,1762796,W,SF,28,LAL,31,0,6.2,1,1.9,0.517,0.3,0.8,0.385,0.7,1.1,0.618,0.6,0.3,0.5,0.529,0.4,0.9,1.3,0.2,0.1,0,0.1,0.6,2.6
323,Ben McLemore,2852708,W,SG,27,HOU,32,4,16.8,2.5,7,0.357,1.7,5.2,0.331,0.8,1.8,0.431,0.48,0.7,1,0.719,0.3,1.7,2.1,0.9,0.6,0.1,0.9,1.6,7.4
323,Ben McLemore,2852708,W,G,27,LAL,2,0,20,3.5,8,0.438,2.5,6.5,0.385,1,1.5,0.667,0.594,2,2,1,0.5,1,1.5,0,0.5,0,0.5,2.5,11.5
324,Nicolò Melli,4097561,W,PF,30,DAL,7,3,17.1,1.4,3.4,0.417,0.6,1.7,0.333,0.9,1.7,0.5,0.5,0.4,0.4,1,0.7,2.6,3.3,0.9,0.3,0.1,0.1,1.7,3.9
324,Nicolò Melli,4097561,W,PF,30,NOP,22,0,11,0.7,2.7,0.254,0.3,1.7,0.189,0.4,1,0.364,0.314,0.3,0.3,0.857,0.5,2,2.6,1.1,0.4,0,0.3,1.3,2
325,De'Anthony Melton,7812500,W,PG,22,MEM,35,1,19.9,3.7,7.8,0.48,1.8,4,0.453,1.9,3.8,0.507,0.595,0.8,1,0.771,0.7,2.5,3.2,2.7,1.2,0.5,1.2,1.7,10.1
326,Sam Merrill,898310,E,SG,24,MIL,22,1,8,1.1,2.5,0.446,0.7,1.6,0.444,0.4,0.9,0.45,0.589,0.1,0.1,1,0.3,0.9,1.2,0.8,0.2,0,0.4,0.5,3.1
328,Khris Middleton,33051724,E,SF,29,MIL,50,50,33.6,7.5,15.7,0.48,2.2,5,0.434,5.3,10.7,0.501,0.549,3,3.4,0.889,0.8,5.2,6,5.4,1.1,0.2,2.8,2.4,20.3
329,Darius Miller,7000000,W,SF,30,OKC,18,0,10.9,1.2,2.7,0.458,0.9,2.3,0.405,0.3,0.3,0.833,0.635,0.7,0.7,1,0.1,1.2,1.3,1.2,0.7,0.3,0.4,0.7,4.1
330,Patty Mills,13285714,W,PG,32,SAS,49,0,25.9,4.2,9.9,0.428,2.6,6.8,0.386,1.6,3.1,0.52,0.56,1.2,1.3,0.905,0.3,1.3,1.7,2.5,0.6,0,0.9,1.3,12.2
331,Paul Millsap,10000000,W,PF,35,DEN,41,34,22.4,3.5,6.9,0.5,1,2.7,0.385,2.4,4.3,0.571,0.574,1.3,1.8,0.703,1.4,3.4,4.8,1.7,0.9,0.7,0.9,2.1,9.2
332,Shake Milton,1701593,E,SG,24,PHI,45,2,24,5,11.2,0.451,1.1,3.3,0.324,4,7.9,0.504,0.499,2.6,3,0.866,0.6,1.7,2.3,2.9,0.6,0.3,1.7,2.1,13.7
333,Donovan Mitchell,5195501,W,SG,24,UTA,50,50,33.6,9,20.6,0.438,3.3,8.7,0.385,5.7,11.9,0.476,0.519,5,5.9,0.846,1,3.5,4.5,5.3,1,0.3,2.7,2.2,26.3
335,Malik Monk,5345687,E,SG,22,CHO,32,0,21.7,4.6,10.1,0.46,2.2,5.2,0.424,2.4,4.9,0.497,0.568,1.7,2,0.815,0.4,2.3,2.7,1.9,0.5,0.1,1.5,1.2,13.1
336,E'Twaun Moore,2331593,W,SG,31,PHO,24,1,14.5,1.8,4.3,0.422,0.3,1.2,0.276,1.5,3,0.479,0.461,0.3,0.4,0.8,0.5,1.2,1.8,1.5,0.6,0.2,0.8,1.3,4.3
337,Ja Morant,9166800,W,PG,21,MEM,42,42,31.6,6.8,15.2,0.447,1,3.6,0.273,5.8,11.6,0.5,0.479,4.4,5.9,0.743,0.9,2.6,3.5,7.4,0.9,0.2,3,1.5,19
339,Marcus Morris,14883721,W,PF,31,LAC,42,14,25.6,4.5,9.9,0.45,2.4,5.2,0.459,2.1,4.7,0.439,0.57,1.1,1.3,0.855,0.6,3.3,4,1,0.6,0.3,0.9,2,12.4
340,Markieff Morris,2331593,W,PF,31,LAL,47,23,20,2.7,6.1,0.438,1.2,3.5,0.35,1.5,2.7,0.552,0.536,0.6,0.9,0.732,0.8,3.9,4.7,1.1,0.3,0.3,0.8,1.8,7.2
341,Monte Morris,1663861,W,PG,25,DEN,40,11,26.7,4.1,8.4,0.484,1.2,3.1,0.376,2.9,5.3,0.547,0.553,1.3,1.7,0.773,0.2,2,2.2,3.3,0.7,0.3,0.8,1,10.6
342,Mychal Mulder,1517981,W,PG,26,GSW,42,2,10.1,1.3,3.1,0.415,1,2.6,0.378,0.3,0.5,0.632,0.577,0.3,0.5,0.579,0,0.8,0.8,0.4,0.2,0.2,0.2,0.7,3.8
343,Dejounte Murray,14285714,W,PG,24,SAS,48,48,31.7,6.6,14.5,0.453,0.9,3,0.31,5.6,11.5,0.49,0.485,1.6,2,0.813,0.8,6.2,6.9,5.2,1.6,0.1,1.7,2.1,15.7
344,Jamal Murray,29250000,W,PG,23,DEN,47,47,35.6,7.9,16.5,0.48,2.7,6.6,0.412,5.2,9.9,0.526,0.562,2.7,3.1,0.864,0.8,3.3,4,4.8,1.3,0.3,2.2,2,21.3
345,Mike Muscala,2283034,W,C,29,OKC,35,0,18.4,3.4,7.6,0.446,1.9,5.3,0.37,1.5,2.4,0.614,0.573,0.9,1,0.917,0.5,3.2,3.8,0.8,0.2,0.3,0.6,1.5,9.7
346,Sviatoslav Mykhailiuk,1663861,E,SF,23,DET,36,5,17.6,2.3,6.2,0.377,1.6,4.8,0.333,0.8,1.4,0.519,0.504,0.7,0.8,0.8,0.3,1.8,2.1,1.6,0.8,0.2,1.1,0.9,6.9
346,Sviatoslav Mykhailiuk,1663861,W,SG,23,OKC,13,7,23.6,3.8,8.5,0.455,1.6,4.5,0.356,2.2,3.9,0.569,0.55,0.7,0.8,0.818,0.5,2.5,3,1.6,1,0.2,1.6,0.6,10
347,Abdel Nader,1752950,W,SF,27,PHO,24,0,14.8,2.4,4.8,0.491,0.8,1.8,0.419,1.6,3,0.534,0.569,1.2,1.5,0.757,0.3,2.3,2.6,0.8,0.4,0.4,0.8,1.4,6.7
348,Larry Nance Jr.,11709091,E,PF,28,CLE,29,27,32.8,4,8.1,0.487,1.2,3.3,0.379,2.7,4.9,0.56,0.564,0.9,1.4,0.634,1.7,5.3,7.1,3.1,1.8,0.6,1.5,2.1,10.1
349,Aaron Nesmith,3458400,E,SF,21,BOS,29,0,13.7,1.2,3.2,0.366,0.7,2.3,0.318,0.4,0.9,0.481,0.478,0.4,0.6,0.688,0.5,1.8,2.2,0.3,0.3,0.2,0.5,1.5,3.4
350,Raul Neto,1882867,E,PG,28,WAS,46,8,20.6,3.2,7.2,0.446,1,2.7,0.361,2.3,4.6,0.495,0.512,0.9,1.1,0.82,0.4,1.9,2.2,2.2,1.1,0.1,0.8,1.6,8.3
351,Georges Niang,1783557,W,PF,27,UTA,53,0,13.9,2,4.6,0.433,1.4,3.4,0.406,0.6,1.2,0.508,0.582,0.1,0.1,1,0.3,1.8,2.1,0.7,0.3,0.1,0.6,1.5,5.5
352,Zeke Nnaji,2379840,W,PF,20,DEN,33,1,10.1,1.3,2.5,0.524,0.6,1.5,0.417,0.7,1.1,0.667,0.643,0.4,0.5,0.8,0.4,1.3,1.7,0.2,0.1,0.1,0.2,0.7,3.6
353,Nerlens Noel,5000000,E,C,26,NYK,47,24,22.9,2.1,3.5,0.6,0,0,0,2.1,3.5,0.607,0.6,0.6,1,0.652,2.1,3.9,6.1,0.6,1,2.1,1.2,2.7,4.9
354,Jaylen Nowell,1517981,W,SG,21,MIN,36,0,19.1,3.8,8.4,0.444,1.3,3.7,0.356,2.4,4.8,0.512,0.521,1.1,1.4,0.837,0.5,1.8,2.3,1.6,0.6,0.3,0.8,1.9,9.9
355,Frank Ntilikina,6176578,E,PG,22,NYK,19,4,13.3,1.2,3.4,0.359,0.9,1.9,0.459,0.3,1.4,0.222,0.492,0.4,0.7,0.5,0.2,1.1,1.3,0.7,0.8,0.1,0.5,1.7,3.7
356,Kendrick Nunn,1663861,E,PG,25,MIA,38,26,28.6,5.2,11.4,0.457,2,5.4,0.372,3.2,5.9,0.535,0.546,1,1.1,0.907,0.4,2.7,3.1,2.6,1,0.2,1.5,1.8,13.5
357,Jusuf Nurki?,12000000,W,C,26,POR,18,18,22.2,3.8,7.8,0.486,0.4,1.1,0.35,3.4,6.7,0.508,0.511,1.5,2.5,0.6,1.9,5.5,7.4,2.9,0.9,0.8,2,2.9,9.4
358,David Nwaba,1862250,W,SF,28,HOU,30,9,22.6,3.5,7.3,0.486,0.6,2.1,0.27,3,5.2,0.574,0.525,1.6,2.3,0.691,1.3,2.6,3.9,1,1,0.7,0.6,2,9.2
359,Jordan Nwora,898310,E,SF,22,MIL,20,2,9.4,1.8,4.2,0.434,0.9,2,0.45,0.9,2.2,0.419,0.542,0.8,1,0.789,0.2,1.7,1.9,0.3,0.6,0.2,0.8,0.7,5.3
360,Royce O'Neale,8035714,W,SF,27,UTA,53,53,31.8,2.4,5.5,0.43,1.5,4,0.376,0.9,1.5,0.568,0.565,0.6,0.8,0.85,1.2,5.6,6.8,2.5,0.8,0.5,1.2,2.7,6.8
361,Semi Ojeleye,1752950,E,PF,26,BOS,43,9,18.6,1.7,4.2,0.407,1.2,3,0.397,0.5,1.2,0.431,0.549,0.6,0.7,0.75,0.6,2.2,2.8,0.7,0.3,0,0.4,1.1,5.2
362,Jahlil Okafor,1882867,E,C,25,DET,14,0,10.3,2.1,3.6,0.6,0.1,0.3,0.25,2.1,3.3,0.63,0.61,0.5,0.6,0.875,0.9,1.4,2.3,0.5,0.1,0.1,0.4,1.1,4.9
363,Chuma Okeke,3121080,E,PF,22,ORL,36,10,24.1,2.6,6.1,0.431,1,2.8,0.36,1.6,3.3,0.492,0.514,0.6,0.8,0.793,0.9,3.1,4,2.2,0.9,0.4,0.8,1.1,6.9
364,Josh Okogie,2651040,W,SG,22,MIN,40,24,20.4,1.6,4.4,0.364,0.5,1.8,0.247,1.2,2.6,0.447,0.415,1.4,1.7,0.821,1,1.6,2.6,1.1,1,0.4,0.7,2.1,5
365,Onyeka Okongwu,5813640,E,C,20,ATL,31,2,10.7,1.6,2.6,0.613,0,0,0,1.6,2.5,0.62,0.613,0.7,1.2,0.579,1,2,3.1,0.2,0.4,0.6,0.5,1.8,3.9
